case_id,case_type,victim_traveler_id,suspect_traveler_id,origin_country_id,transit_country_id,destination_country_id,reported_date,status,victim_age_at_time,victim_gender
1537,Debt Bondage,74995,,26,1,9,2025-12-15,Prosecuted,51,M
1538,Forced Marriage,52985,,3,10,9,2025-06-19,Under Investigation,17,F
1539,Labor,60514,32786,3,,9,2025-11-23,Under Investigation,39,M
1540,Child,31858,114340,22,4,1,2025-10-13,Convicted,13,M
1541,Labor,93192,92974,26,10,33,2025-08-21,Under Investigation,32,M
1542,Labor,3297,,3,,10,2025-04-08,Open,29,M
1543,Labor,42039,107382,3,4,10,2025-09-20,Under Investigation,45,M
1544,Other,62772,24641,6,1,9,2025-12-11,Prosecuted,45,M
1545,Child,147870,,3,1,10,2025-12-25,Prosecuted,12,M
1546,Domestic Servitude,42332,144809,26,1,31,2025-11-18,Under Investigation,31,M
1547,Sexual,131913,,6,12,8,2025-08-28,Closed,26,M
1548,Labor,144428,56115,6,4,31,2025-08-09,Under Investigation,41,M
1549,Labor,48864,,1,10,33,2025-05-20,Open,28,M
1550,Organ,122118,,3,,1,2025-09-18,Under Investigation,32,M
1551,Debt Bondage,28956,25514,26,,1,2025-03-04,Under Investigation,51,M
1552,Child,69216,,22,,1,2025-11-16,Under Investigation,11,F
1553,Other,,118150,16,,9,2025-08-28,Prosecuted,29,F
1554,Other,62939,,6,4,13,2025-03-20,Open,36,F
1555,Other,30964,,18,4,13,2025-05-06,Under Investigation,24,F
1556,Other,146950,,18,1,8,2025-06-14,Convicted,20,M
1557,Child,49661,72774,1,1,1,2025-11-06,Open,11,M
1558,Labor,11261,86589,2,4,10,2025-02-11,Under Investigation,31,M
1559,Sexual,119417,38272,28,12,37,2025-06-16,Under Investigation,35,F
1560,Labor,,,3,10,33,2025-04-25,Closed,31,M
1561,Labor,118527,74313,2,1,9,2025-08-08,Closed,20,M
1562,Labor,93104,60936,1,,10,2025-05-08,Prosecuted,37,F
1563,Labor,103981,65311,3,1,32,2025-11-19,Convicted,35,M
1564,Labor,66394,,6,,32,2025-10-13,Under Investigation,42,M
1565,Other,136008,57604,3,,8,2025-06-06,Closed,19,M
1566,Labor,58773,62643,2,,34,2025-10-16,Under Investigation,22,M
1567,Domestic Servitude,39309,9045,6,10,31,2025-12-09,Under Investigation,28,F
1568,Labor,8498,,26,,10,2025-05-24,Convicted,36,M
1569,Debt Bondage,113794,,6,1,9,2025-01-18,Under Investigation,27,F
1570,Debt Bondage,69809,63035,3,1,9,2025-04-04,Prosecuted,27,M
1571,Labor,24426,45648,26,,10,2025-01-11,Closed,41,M
1572,Child,143599,20594,22,4,4,2025-01-10,Under Investigation,9,M
1573,Organ,4860,69366,1,,1,2025-04-10,Under Investigation,20,M
1574,Domestic Servitude,109341,129519,21,,9,2025-05-13,Open,20,F
1575,Labor,140831,87670,2,10,10,2025-09-11,Prosecuted,29,M
1576,Sexual,123175,44742,20,12,10,2025-06-05,Open,24,F
1577,Organ,65253,56000,6,,1,2025-08-02,Under Investigation,29,M
1578,Forced Marriage,166,94835,3,10,10,2025-10-11,Closed,19,F
1579,Debt Bondage,17200,133561,26,1,10,2025-12-15,Open,23,M
1580,Domestic Servitude,125762,,6,10,31,2025-04-08,Convicted,22,F
1581,Debt Bondage,1922,100917,6,,9,2025-06-15,Under Investigation,22,M
1582,Labor,117947,103128,1,1,31,2025-02-14,Closed,50,M
1583,Sexual,41583,9267,6,1,13,2025-01-07,Under Investigation,27,F
1584,Organ,17773,11984,3,,1,2025-12-08,Acquitted,32,M
1585,Debt Bondage,,114687,26,,9,2025-10-10,Prosecuted,17,M
1586,Domestic Servitude,14774,,26,,9,2025-06-21,Under Investigation,20,F
1587,Labor,135582,,1,4,31,2025-12-01,Prosecuted,40,M
1588,Organ,74791,3232,1,,1,2025-07-22,Under Investigation,25,M
1589,Sexual,30394,130412,22,12,37,2025-01-02,Acquitted,27,F
1590,Child,61939,139992,3,4,9,2025-06-12,Open,16,M
1591,Domestic Servitude,25467,,21,1,31,2025-05-06,Closed,33,F
1592,Child,41411,59670,22,1,10,2025-08-20,Prosecuted,10,F
1593,Organ,142768,19910,3,,1,2025-03-04,Convicted,35,F
1594,Domestic Servitude,88969,,28,1,31,2025-06-12,Under Investigation,29,M
1595,Debt Bondage,142950,95235,26,1,9,2025-08-15,Prosecuted,18,M
1596,Organ,124479,149350,1,,1,2025-06-20,Open,30,F
1597,Child,65256,111254,22,,4,2025-12-06,Closed,8,M
1598,Child,44076,125417,18,1,10,2025-04-28,Prosecuted,9,M
1599,Labor,41846,,3,4,32,2025-01-28,Under Investigation,27,M
1600,Organ,97996,22758,6,,1,2025-09-12,Closed,37,F
1601,Domestic Servitude,84509,89031,28,,10,2025-12-09,Prosecuted,28,M
1602,Sexual,14155,39493,20,4,37,2025-04-14,Acquitted,22,F
1603,Child,35110,751,22,1,10,2025-11-24,Under Investigation,10,F
1604,Child,102111,110056,1,1,1,2025-10-24,Open,6,M
1605,Domestic Servitude,122799,145079,21,1,31,2025-10-02,Under Investigation,25,F
1606,Other,24257,64032,6,4,8,2025-03-26,Open,25,F
1607,Domestic Servitude,14262,,28,1,9,2025-04-15,Under Investigation,36,M
1608,Child,9583,75030,1,4,1,2025-02-17,Closed,8,M
1609,Labor,139881,96885,3,,9,2025-08-17,Under Investigation,47,M
1610,Sexual,17409,54278,6,,13,2025-02-02,Closed,29,F
1611,Labor,120054,141620,3,,9,2025-05-16,Closed,49,M
1612,Organ,,,1,,1,2025-11-21,Convicted,42,F
1613,Domestic Servitude,48250,42334,28,,10,2025-11-20,Closed,22,F
1614,Labor,92827,,2,,31,2025-12-03,Closed,19,M
1615,Sexual,129343,,6,4,8,2025-10-06,Closed,33,F
1616,Labor,95400,82335,2,4,9,2025-06-19,Open,31,M
1617,Other,46965,65127,1,4,8,2025-01-04,Prosecuted,19,F
1618,Labor,21820,112689,2,4,31,2025-02-27,Open,27,M
1619,Labor,107755,33065,2,10,31,2025-11-18,Prosecuted,28,M
1620,Labor,111476,,1,4,32,2025-05-05,Acquitted,38,F
1621,Domestic Servitude,132222,12200,26,,10,2025-09-20,Open,20,F
1622,Debt Bondage,90018,31085,26,,1,2025-11-27,Convicted,33,M
1623,Domestic Servitude,68253,131547,28,15,33,2025-11-02,Under Investigation,24,F
1624,Labor,54132,15108,1,,10,2025-02-22,Convicted,24,F
1625,Labor,,90621,3,4,9,2025-12-09,Open,49,F
1626,Other,123399,65332,1,12,9,2025-07-03,Closed,18,M
1627,Labor,,,6,4,34,2025-06-19,Open,35,M
1628,Labor,52637,,6,4,31,2025-11-01,Open,34,M
1629,Labor,68615,,1,,9,2025-10-06,Open,20,M
1630,Organ,89928,55325,1,,1,2025-11-03,Under Investigation,49,F
1631,Child,90615,,22,4,9,2025-04-19,Closed,6,M
1632,Debt Bondage,134741,,6,1,9,2025-03-16,Under Investigation,51,M
1633,Sexual,85609,124258,22,,10,2025-05-03,Prosecuted,28,F
1634,Labor,11684,,26,1,34,2025-10-10,Open,30,M
1635,Organ,,28868,3,,1,2025-01-16,Under Investigation,35,M
1636,Organ,148660,35954,1,,1,2025-08-19,Closed,45,M
1637,Labor,56547,,2,4,34,2025-11-27,Under Investigation,35,M
1638,Organ,78303,29799,3,,1,2025-08-15,Prosecuted,41,F
1639,Organ,106650,113791,1,,1,2025-12-12,Open,30,F
1640,Debt Bondage,119024,,6,,10,2025-02-18,Prosecuted,55,M
1641,Domestic Servitude,120812,114190,28,1,10,2025-02-24,Convicted,34,F
1642,Child,22903,,1,1,9,2025-06-25,Acquitted,11,F
1643,Forced Marriage,127077,,3,1,11,2025-07-15,Acquitted,20,F
1644,Labor,114204,12787,3,1,10,2025-09-18,Convicted,45,M
1645,Organ,102930,,3,,1,2025-02-18,Acquitted,31,M
1646,Debt Bondage,114119,96579,3,1,9,2025-10-10,Prosecuted,39,M
1647,Labor,57778,13080,1,4,34,2025-07-11,Open,37,M
1648,Sexual,137827,76290,20,,10,2025-07-04,Closed,19,F
1649,Labor,103758,96548,3,,31,2025-06-04,Prosecuted,28,F
1650,Domestic Servitude,142543,,21,15,33,2025-07-01,Prosecuted,28,F
1651,Domestic Servitude,83517,13561,28,1,10,2025-09-28,Under Investigation,41,F
1652,Labor,149844,73873,26,1,33,2025-02-20,Closed,23,F
1653,Child,111284,,22,1,4,2025-11-19,Under Investigation,16,F
1654,Sexual,16144,,6,4,37,2025-02-14,Closed,22,F
1655,Organ,82148,86889,1,,1,2025-10-20,Under Investigation,20,F
1656,Domestic Servitude,98036,3266,21,,10,2025-06-17,Closed,23,F
1657,Sexual,72707,145111,6,12,13,2025-03-28,Closed,19,F
1658,Other,33398,,1,4,10,2025-07-15,Under Investigation,32,F
1659,Forced Marriage,102663,59145,6,1,8,2025-05-17,Prosecuted,23,F
1660,Child,74015,69007,22,4,9,2025-11-21,Open,13,M
1661,Forced Marriage,78973,30124,6,1,8,2025-03-21,Acquitted,24,F
1662,Debt Bondage,27184,125946,26,,10,2025-11-06,Prosecuted,33,M
1663,Domestic Servitude,23103,,6,10,31,2025-11-17,Closed,28,F
1664,Labor,62448,,1,1,31,2025-02-03,Closed,49,F
1665,Labor,115621,,26,4,32,2025-12-21,Under Investigation,42,M
1666,Sexual,91398,,21,4,8,2025-01-25,Prosecuted,29,F
1667,Child,31528,,3,4,10,2025-01-28,Prosecuted,11,M
1668,Labor,140017,,26,4,32,2025-08-02,Under Investigation,36,M
1669,Labor,129180,,1,4,33,2025-11-17,Under Investigation,45,M
1670,Organ,78778,7503,1,,1,2025-11-25,Under Investigation,21,F
1671,Forced Marriage,94365,,6,10,11,2025-10-10,Convicted,24,F
1672,Labor,5132,139881,26,4,31,2025-12-06,Prosecuted,44,F
1673,Domestic Servitude,,,6,1,33,2025-10-20,Open,33,M
1674,Organ,119718,13028,3,,1,2025-07-04,Closed,45,M
1675,Other,3291,,1,1,9,2025-10-25,Convicted,33,M
1676,Organ,,,6,,1,2025-07-04,Closed,27,M
1677,Child,26340,141656,22,,1,2025-09-23,Under Investigation,13,F
1678,Labor,83079,,2,,34,2025-02-15,Convicted,25,M
1679,Sexual,119369,145612,6,,13,2025-08-11,Open,17,F
1680,Labor,60712,,1,1,9,2025-05-09,Prosecuted,40,F
1681,Sexual,139968,102541,6,1,10,2025-09-16,Under Investigation,31,F
1682,Domestic Servitude,83080,56207,21,15,10,2025-07-04,Convicted,30,F
1683,Domestic Servitude,57063,104563,26,15,9,2025-10-03,Open,25,F
1684,Child,58577,80560,22,4,1,2025-07-15,Closed,7,M
1685,Forced Marriage,116385,106400,1,1,8,2025-03-15,Under Investigation,26,F
1686,Child,127759,74993,22,1,10,2025-06-02,Open,11,F
1687,Debt Bondage,45222,24350,6,1,10,2025-07-26,Under Investigation,17,M
1688,Child,50446,131616,1,,9,2025-07-25,Closed,14,M
1689,Labor,96784,80977,3,4,34,2025-11-14,Convicted,28,M
1690,Labor,94545,9476,26,1,33,2025-02-04,Convicted,46,M
1691,Sexual,68423,51564,28,12,12,2025-05-06,Open,32,F
1692,Labor,23311,100480,1,10,33,2025-03-02,Open,32,M
1693,Other,96127,116936,1,4,10,2025-01-26,Acquitted,47,M
1694,Child,74518,128956,1,,1,2025-05-12,Convicted,13,M
1695,Domestic Servitude,75937,133901,26,15,10,2025-12-28,Prosecuted,41,F
1696,Domestic Servitude,57778,,28,10,31,2025-05-09,Convicted,33,F
1697,Domestic Servitude,141681,,28,,10,2025-11-19,Under Investigation,29,F
1698,Labor,81087,,26,10,32,2025-01-17,Prosecuted,39,M
1699,Labor,17505,140544,6,,34,2025-03-01,Under Investigation,19,M
1700,Debt Bondage,71956,5523,1,1,9,2025-02-05,Prosecuted,25,M
1701,Child,7031,,3,,9,2025-02-21,Under Investigation,5,M
1702,Labor,138434,120879,2,10,34,2025-02-05,Acquitted,29,M
1703,Other,40128,136168,18,4,13,2025-02-14,Prosecuted,17,M
1704,Organ,113567,122371,3,,1,2025-06-12,Under Investigation,44,M
1705,Other,38813,,16,1,13,2025-11-13,Prosecuted,27,F
1706,Sexual,86776,,21,,10,2025-10-14,Closed,27,F
1707,Labor,97957,39271,6,,10,2025-04-17,Closed,22,F
1708,Debt Bondage,93767,64701,26,,1,2025-01-19,Open,53,M
1709,Domestic Servitude,,,6,15,33,2025-05-26,Under Investigation,39,F
1710,Domestic Servitude,112212,55819,6,15,10,2025-01-12,Open,21,F
1711,Labor,40188,95485,6,1,9,2025-12-08,Closed,21,M
1712,Labor,11748,61298,1,1,33,2025-06-23,Open,26,M
1713,Domestic Servitude,149691,21088,21,,10,2025-01-27,Under Investigation,33,M
1714,Forced Marriage,98698,,3,,10,2025-01-07,Open,20,F
1715,Organ,9374,35492,3,,1,2025-05-13,Closed,38,F
1716,Labor,144924,,6,,32,2025-08-03,Prosecuted,46,M
1717,Child,27370,,18,,1,2025-08-24,Convicted,6,F
1718,Other,142090,,16,,9,2025-10-07,Closed,37,M
1719,Other,102548,,6,12,13,2025-09-11,Prosecuted,23,M
1720,Debt Bondage,65826,124158,1,1,1,2025-06-17,Convicted,43,F
1721,Labor,142296,85042,6,,34,2025-07-11,Closed,46,M
1722,Labor,15506,13447,3,1,32,2025-09-19,Open,27,M
1723,Other,58712,70311,17,1,9,2025-09-17,Closed,17,M
1724,Forced Marriage,149234,125846,6,10,11,2025-06-09,Under Investigation,14,F
1725,Forced Marriage,39054,82845,3,1,10,2025-11-25,Prosecuted,27,F
1726,Labor,31846,60137,6,,34,2025-02-02,Prosecuted,46,M
1727,Organ,142681,,1,,1,2025-03-05,Acquitted,21,M
1728,Domestic Servitude,54520,,26,,9,2025-02-04,Closed,27,F
1729,Labor,9511,,6,4,32,2025-11-15,Closed,24,M
1730,Labor,48995,36829,1,10,33,2025-02-13,Prosecuted,35,M
1731,Labor,139460,22047,3,,33,2025-11-21,Under Investigation,38,M
1732,Child,48307,81056,3,1,4,2025-07-04,Prosecuted,6,F
1733,Child,4944,,3,1,4,2025-12-17,Prosecuted,9,M
1734,Labor,41165,137642,1,,33,2025-08-20,Prosecuted,33,M
1735,Forced Marriage,57508,126426,3,,11,2025-07-25,Open,20,F
1736,Forced Marriage,37798,78138,3,1,8,2025-03-28,Under Investigation,23,F
1737,Labor,98240,,6,,33,2025-06-23,Under Investigation,47,F
1738,Forced Marriage,102529,95274,1,10,11,2025-03-22,Under Investigation,22,F
1739,Child,42073,119583,1,,4,2025-03-21,Open,10,M
1740,Forced Marriage,38808,80283,1,,9,2025-04-23,Closed,24,F
1741,Child,90559,27520,18,1,4,2025-09-06,Open,17,M
1742,Child,113820,,22,1,4,2025-06-13,Convicted,14,F
1743,Labor,144428,111939,6,4,34,2025-01-08,Convicted,23,M
1744,Sexual,91698,,20,4,8,2025-05-17,Convicted,17,F
1745,Domestic Servitude,175,,6,,31,2025-06-21,Open,27,F
1746,Child,129511,67110,3,1,9,2025-09-02,Prosecuted,6,M
1747,Labor,22665,,26,1,33,2025-08-27,Closed,46,M
1748,Other,55781,87679,6,,10,2025-11-03,Convicted,22,M
1749,Debt Bondage,93472,121959,26,,10,2025-02-10,Open,37,M
1750,Child,16430,,3,4,1,2025-06-22,Convicted,15,M
1751,Labor,64054,,1,10,31,2025-04-17,Prosecuted,46,M
1752,Organ,86628,,1,,1,2025-05-16,Under Investigation,31,M
1753,Debt Bondage,129297,81131,3,1,1,2025-11-08,Open,50,M
1754,Domestic Servitude,100921,,26,1,9,2025-05-04,Under Investigation,35,F
1755,Child,71875,,1,4,10,2025-09-02,Under Investigation,5,M
1756,Domestic Servitude,89700,,26,1,10,2025-07-09,Acquitted,37,F
1757,Organ,139404,,1,,1,2025-03-15,Under Investigation,48,M
1758,Debt Bondage,54743,,6,,9,2025-10-01,Convicted,27,F
1759,Domestic Servitude,55291,79673,28,15,31,2025-11-23,Under Investigation,37,F
1760,Sexual,30345,,20,,8,2025-05-04,Under Investigation,18,F
1761,Child,43752,,3,4,9,2025-03-02,Under Investigation,16,F
1762,Labor,34856,111370,6,1,31,2025-12-21,Open,27,M
1763,Child,91890,,18,1,4,2025-08-04,Under Investigation,14,M
1764,Domestic Servitude,124274,,21,1,31,2025-01-28,Under Investigation,21,F
1765,Other,,26197,18,1,10,2025-02-25,Open,32,M
1766,Forced Marriage,17382,,6,,9,2025-03-17,Prosecuted,21,F
1767,Organ,108687,,3,,1,2025-02-12,Open,47,M
1768,Sexual,115467,3360,21,4,12,2025-06-27,Closed,21,F
1769,Domestic Servitude,35436,97113,21,10,9,2025-07-04,Prosecuted,40,F
1770,Organ,104241,,3,,1,2025-11-18,Under Investigation,37,M
1771,Forced Marriage,42739,121356,1,1,8,2025-04-10,Under Investigation,27,F
1772,Child,33332,,22,4,1,2025-05-09,Prosecuted,16,M
1773,Child,136804,65933,3,,1,2025-09-13,Convicted,14,M
1774,Domestic Servitude,31162,,28,1,33,2025-10-20,Convicted,26,F
1775,Domestic Servitude,61943,7810,26,10,10,2025-04-16,Open,25,F
1776,Domestic Servitude,138658,,26,,33,2025-10-15,Closed,34,F
1777,Child,41607,126597,22,1,1,2025-12-08,Prosecuted,15,F
1778,Labor,54960,59464,2,10,32,2025-05-24,Closed,34,F
1779,Organ,122624,,6,,1,2025-04-23,Closed,45,F
1780,Domestic Servitude,137522,,6,15,33,2025-03-12,Open,23,F
1781,Domestic Servitude,121641,11588,26,1,33,2025-04-07,Closed,24,F
1782,Organ,64713,,3,,1,2025-09-23,Under Investigation,21,F
1783,Debt Bondage,6396,,3,1,9,2025-12-06,Closed,24,M
1784,Labor,20837,29952,3,,9,2025-07-24,Open,23,M
1785,Child,125997,,3,4,9,2025-06-17,Prosecuted,15,F
1786,Labor,21883,,26,4,32,2025-10-10,Convicted,48,M
1787,Sexual,86776,31944,21,,37,2025-02-06,Open,26,M
1788,Sexual,112865,,20,,37,2025-07-21,Under Investigation,34,F
1789,Debt Bondage,45454,,6,1,9,2025-04-19,Prosecuted,18,M
1790,Debt Bondage,106300,8973,26,,10,2025-09-22,Acquitted,22,M
1791,Other,113749,68379,17,12,8,2025-06-08,Under Investigation,42,M
1792,Forced Marriage,75586,53844,6,10,10,2025-10-24,Under Investigation,14,F
1793,Domestic Servitude,2255,,28,15,31,2025-07-15,Under Investigation,43,F
1794,Forced Marriage,113147,29108,3,1,11,2025-01-28,Prosecuted,17,F
1795,Organ,48637,79535,3,,1,2025-02-25,Open,32,M
1796,Forced Marriage,63408,,1,,11,2025-12-14,Prosecuted,20,F
1797,Forced Marriage,6614,136775,3,,9,2025-06-17,Prosecuted,23,M
1798,Debt Bondage,119084,119542,3,1,9,2025-01-18,Open,50,M
1799,Other,119373,,17,12,13,2025-07-07,Convicted,42,F
1800,Sexual,15690,,21,,10,2025-09-07,Open,28,F
1801,Domestic Servitude,128700,8596,28,10,9,2025-12-10,Prosecuted,40,F
1802,Child,10363,114958,18,4,10,2025-02-27,Under Investigation,7,M
1803,Labor,,12614,3,4,32,2025-09-06,Prosecuted,41,M
1804,Domestic Servitude,97124,132552,6,,9,2025-10-11,Acquitted,35,F
1805,Domestic Servitude,37159,5518,28,10,10,2025-02-14,Open,28,F
1806,Forced Marriage,19371,,6,,8,2025-01-01,Convicted,19,F
1807,Domestic Servitude,58005,9394,6,1,10,2025-05-21,Closed,31,F
1808,Organ,105063,,3,,1,2025-04-21,Under Investigation,31,M
1809,Sexual,15899,59490,21,,12,2025-10-06,Open,34,F
1810,Labor,47293,89611,6,4,9,2025-09-03,Closed,18,M
1811,Other,84377,132937,17,12,10,2025-09-27,Acquitted,28,M
1812,Domestic Servitude,90114,11945,28,,10,2025-04-21,Under Investigation,44,F
1813,Sexual,51102,,28,1,13,2025-11-23,Under Investigation,33,M
1814,Child,89007,41414,1,,10,2025-04-21,Prosecuted,11,M
1815,Labor,7981,50204,1,,34,2025-04-19,Closed,34,M
1816,Organ,99268,14110,1,,1,2025-02-06,Open,44,M
1817,Debt Bondage,135379,17268,1,1,1,2025-04-19,Prosecuted,37,F
1818,Domestic Servitude,13269,57371,6,10,9,2025-03-12,Prosecuted,35,F
1819,Child,734,,18,1,10,2025-08-05,Acquitted,6,F
1820,Labor,29623,,26,,32,2025-12-07,Under Investigation,19,M
1821,Sexual,13740,,21,1,8,2025-12-26,Under Investigation,22,F
1822,Other,50205,58321,18,,8,2025-03-24,Closed,40,M
1823,Labor,6142,70373,6,10,31,2025-11-06,Closed,33,M
1824,Debt Bondage,72881,10492,6,,9,2025-01-19,Acquitted,38,M
1825,Debt Bondage,40522,,1,1,1,2025-10-24,Prosecuted,45,M
1826,Domestic Servitude,99739,,26,,9,2025-12-15,Open,39,F
1827,Other,35248,,18,,9,2025-08-21,Open,44,M
1828,Labor,29697,91631,1,10,9,2025-02-26,Under Investigation,48,M
1829,Domestic Servitude,,23065,28,1,9,2025-05-01,Under Investigation,23,F
1830,Debt Bondage,87789,9140,1,1,9,2025-01-24,Open,19,M
1831,Child,51178,116934,3,4,4,2025-01-13,Open,12,F
1832,Forced Marriage,20556,143279,3,10,9,2025-02-06,Acquitted,23,F
1833,Labor,92817,2449,2,,31,2025-03-12,Open,28,M
1834,Labor,142631,30434,26,1,34,2025-02-04,Under Investigation,30,M
1835,Child,29543,75847,22,,1,2025-09-22,Acquitted,13,M
1836,Debt Bondage,100823,,6,1,1,2025-12-12,Acquitted,27,F
1837,Child,77547,16549,1,4,10,2025-08-19,Closed,16,F
1838,Labor,71502,,6,10,31,2025-02-23,Convicted,41,M
1839,Domestic Servitude,98499,90245,21,1,10,2025-11-18,Closed,27,F
1840,Sexual,116947,,22,,10,2025-07-27,Open,26,F
1841,Forced Marriage,125326,72285,3,10,11,2025-10-25,Under Investigation,18,F
1842,Domestic Servitude,122045,80238,28,10,33,2025-02-06,Under Investigation,44,F
1843,Child,72134,46949,1,,10,2025-06-20,Under Investigation,5,F
1844,Labor,73840,,1,4,31,2025-09-25,Acquitted,27,M
1845,Child,22652,,3,,9,2025-05-07,Prosecuted,8,F
1846,Child,136708,,18,,9,2025-10-26,Open,11,F
1847,Other,53372,,1,4,10,2025-11-03,Closed,23,M
1848,Child,878,,3,,9,2025-01-07,Acquitted,5,M
1849,Sexual,130575,,21,4,12,2025-04-12,Closed,19,F
1850,Sexual,102505,10221,20,,13,2025-12-28,Convicted,30,F
1851,Labor,,80247,1,10,33,2025-12-28,Under Investigation,47,M
1852,Labor,30356,37777,2,4,10,2025-08-12,Under Investigation,47,M
1853,Labor,,37990,26,4,9,2025-03-05,Under Investigation,36,M
1854,Other,42066,26605,6,4,8,2025-08-16,Convicted,32,F
1855,Labor,129652,121161,3,,33,2025-10-17,Prosecuted,27,F
1856,Organ,,92753,1,,1,2025-01-05,Under Investigation,44,F
1857,Child,30684,123349,1,4,9,2025-09-22,Under Investigation,15,F
1858,Labor,,24407,26,1,33,2025-05-28,Prosecuted,36,M
1859,Debt Bondage,115540,63948,1,1,9,2025-02-21,Open,19,M
1860,Forced Marriage,21166,,1,10,11,2025-03-05,Under Investigation,22,F
1861,Domestic Servitude,62846,17785,6,10,33,2025-11-28,Closed,32,F
1862,Domestic Servitude,79767,21684,6,15,9,2025-02-14,Under Investigation,22,F
1863,Domestic Servitude,23587,,21,,33,2025-03-11,Under Investigation,43,F
1864,Child,132499,,22,1,9,2025-04-11,Prosecuted,6,F
1865,Labor,138927,,1,4,9,2025-06-10,Prosecuted,36,M
1866,Child,73055,81617,22,1,10,2025-03-07,Prosecuted,6,M
1867,Child,17573,99692,22,4,4,2025-03-15,Open,17,F
1868,Sexual,18829,92629,28,12,13,2025-10-05,Convicted,32,F
1869,Forced Marriage,145213,,3,10,10,2025-04-01,Prosecuted,26,F
1870,Domestic Servitude,143169,,28,10,9,2025-08-09,Acquitted,23,F
1871,Domestic Servitude,94192,13578,26,1,33,2025-05-08,Open,37,M
1872,Labor,14050,,1,1,10,2025-10-26,Acquitted,23,F
1873,Other,133879,,1,,9,2025-08-02,Closed,50,F
1874,Labor,83498,66569,3,1,32,2025-09-03,Prosecuted,50,M
1875,Domestic Servitude,130763,57214,21,10,10,2025-11-02,Under Investigation,29,F
1876,Other,99818,,6,1,13,2025-12-16,Prosecuted,21,M
1877,Labor,68608,,1,1,32,2025-04-17,Under Investigation,37,M
1878,Other,114925,104195,1,1,8,2025-11-15,Open,28,M
1879,Forced Marriage,114860,,1,1,10,2025-09-24,Closed,21,M
1880,Organ,441,3582,3,,1,2025-02-10,Open,41,M
1881,Labor,111176,,3,10,34,2025-04-28,Acquitted,47,M
1882,Organ,,70795,1,,1,2025-12-02,Open,37,M
1883,Labor,39149,,1,1,31,2025-11-26,Under Investigation,37,F
1884,Forced Marriage,83370,,3,1,9,2025-06-26,Open,20,M
1885,Forced Marriage,77925,,3,,9,2025-05-06,Closed,20,F
1886,Sexual,61536,29868,20,,8,2025-03-05,Prosecuted,28,F
1887,Labor,95977,,26,,10,2025-02-19,Prosecuted,18,M
1888,Labor,35020,118684,2,,32,2025-05-15,Under Investigation,32,M
1889,Sexual,95782,,28,,37,2025-04-16,Closed,21,F
1890,Domestic Servitude,55267,,28,,10,2025-09-21,Open,44,F
1891,Organ,8249,,6,,1,2025-04-27,Open,42,M
1892,Labor,117251,35977,3,10,32,2025-08-16,Prosecuted,22,M
1893,Other,117764,,18,4,13,2025-08-06,Prosecuted,24,F
1894,Debt Bondage,93873,90886,1,1,10,2025-04-19,Closed,48,F
