crossing_id,detected_date,location_name,nearest_port_id,latitude,longitude,direction,detection_method,group_size,smuggler_linked,apprehended_count,outcome,lead_traveler_id,nationality_id
7581,2025-03-05 16:09:00,Chaman border - Western flank,34,30.902266,66.428067,Outbound,Patrol,3,0,0,Turned Back,,3
7582,2025-08-02 17:05:00,Torkham vicinity - North sector,33,34.081688,71.122925,Inbound,Patrol,5,0,0,Escaped,72002,1
7583,2025-08-04 20:26:00,Chaman border - Main sector,34,30.964965,66.482417,Inbound,Sensor,12,1,12,Apprehended,101504,3
7584,2025-10-26 22:02:00,Chaman border - Western flank,34,30.888417,66.394501,Inbound,Informant,5,1,5,Apprehended,,3
7585,2025-12-23 22:46:00,Torkham vicinity - South sector,33,34.101414,71.11319,Inbound,Patrol,1,1,1,Apprehended,,1
7586,2025-07-15 01:30:00,Chaman border - Main sector,34,30.930938,66.425257,Inbound,Sensor,5,1,5,Apprehended,5450,3
7587,2025-11-11 00:32:00,Torkham vicinity - North sector,33,34.07954,71.120337,Inbound,CCTV,12,1,0,Turned Back,54585,1
7588,2025-01-18 00:57:00,Spin Boldak corridor,34,30.962802,66.533299,Inbound,Tip-Off,3,1,0,Turned Back,,3
7589,2025-08-14 11:22:00,Mashkel desert crossing,36,27.778246,62.992855,Inbound,Drone,1,1,1,Partial Capture,,3
7590,2025-04-05 15:29:00,Chaman border - Main sector,34,30.919366,66.466872,Inbound,Checkpoint,5,0,0,Escaped,109050,1
7591,2025-03-18 22:25:00,Torkham vicinity - South sector,33,34.068009,71.143956,Inbound,Informant,2,0,2,Apprehended,44976,3
7592,2025-04-09 05:32:00,Makran coast - Jiwani,39,25.061662,61.769049,Outbound,Tip-Off,5,0,0,Turned Back,,4
7593,2025-03-12 03:37:00,Torkham vicinity - North sector,33,34.078067,71.094761,Outbound,Checkpoint,30,1,30,Apprehended,,3
7594,2025-02-28 00:05:00,Mashkel desert crossing,36,27.797824,63.00889,Inbound,CCTV,8,1,8,Apprehended,,3
7595,2025-06-02 17:00:00,Chaman border - Western flank,34,30.903985,66.391205,Inbound,Patrol,12,1,0,Turned Back,,3
7596,2025-04-17 06:05:00,Chaman border - Main sector,34,30.884459,66.461018,Inbound,Patrol,5,0,2,Partial Capture,,1
7597,2025-11-05 21:04:00,Chaman border - Main sector,34,30.896448,66.470303,Inbound,Sensor,12,0,12,Apprehended,60408,1
7598,2025-05-21 19:25:00,Chaman border - Main sector,34,30.967613,66.491571,Outbound,Tip-Off,3,1,0,Turned Back,,3
7599,2025-03-18 19:13:00,Torkham vicinity - South sector,33,34.049829,71.143972,Outbound,Tip-Off,12,1,12,Apprehended,,1
7600,2025-07-14 03:13:00,Landi Kotal area,33,34.124168,71.101553,Outbound,Tip-Off,12,0,0,Turned Back,,3
7601,2025-03-05 10:49:00,Mashkel desert crossing,36,27.769511,63.021935,Outbound,Sensor,3,1,0,Turned Back,,3
7602,2025-01-17 20:31:00,Torkham vicinity - North sector,33,34.087354,71.07007,Inbound,Patrol,1,1,0,Turned Back,58345,1
7603,2025-05-19 04:32:00,Torkham vicinity - North sector,33,34.134319,71.121694,Inbound,Patrol,8,0,0,Turned Back,143670,1
7604,2025-12-19 00:52:00,Torkham vicinity - North sector,33,34.136243,71.062492,Outbound,Patrol,5,0,5,Apprehended,,3
7605,2025-12-03 04:39:00,Spin Boldak corridor,34,30.953226,66.516255,Inbound,Tip-Off,2,0,2,Apprehended,,3
7606,2025-01-27 01:57:00,Makran coast - Pasni,39,25.292432,63.462854,Outbound,Informant,2,1,0,Turned Back,,21
7607,2025-01-23 22:26:00,Torkham vicinity - North sector,33,34.040902,71.121873,Inbound,Patrol,8,0,8,Apprehended,,1
7608,2025-06-24 04:17:00,Torkham vicinity - South sector,33,34.058517,71.07529,Inbound,Drone,12,1,12,Apprehended,109085,1
7609,2025-10-20 19:03:00,Spin Boldak corridor,34,30.982959,66.493368,Inbound,Tip-Off,5,0,5,Apprehended,,3
7610,2025-10-26 23:58:00,Torkham vicinity - North sector,33,34.10707,71.069292,Inbound,Sensor,12,1,0,Turned Back,,3
7611,2025-07-01 20:21:00,Khyber Pass - off-road crossing,33,34.095685,71.057375,Inbound,Informant,1,0,1,Apprehended,29492,3
7612,2025-06-06 13:17:00,Spin Boldak corridor,34,30.92637,66.462664,Outbound,Patrol,1,1,0,Escaped,10673,3
7613,2025-04-23 05:23:00,Torkham vicinity - South sector,33,34.117915,71.054127,Inbound,CCTV,2,0,2,Apprehended,27006,3
7614,2025-08-13 22:07:00,Taftan border zone,36,28.939717,61.575645,Inbound,Patrol,2,1,1,Partial Capture,,4
7615,2025-02-05 07:11:00,Taftan border zone,36,28.870367,61.628802,Outbound,Patrol,1,0,0,Escaped,69575,4
7616,2025-01-27 18:49:00,Torkham vicinity - North sector,33,34.099288,71.110971,Outbound,Informant,1,0,1,Apprehended,,3
7617,2025-10-10 02:11:00,Spin Boldak corridor,34,30.919575,66.495,Inbound,Sensor,3,0,3,Apprehended,,3
7618,2025-04-27 19:34:00,Taftan border zone,36,28.879371,61.597156,Inbound,Patrol,3,0,3,Apprehended,142477,3
7619,2025-09-01 01:05:00,Khyber Pass - off-road crossing,33,34.067783,71.013569,Inbound,Sensor,3,1,3,Apprehended,,3
7620,2025-03-27 23:32:00,Mashkel desert crossing,36,27.787848,62.971997,Inbound,Drone,12,0,12,Apprehended,,4
7621,2025-05-19 08:58:00,Makran coast - Pasni,39,25.212169,63.476141,Outbound,Drone,1,0,1,Apprehended,,21
7622,2025-11-14 22:39:00,Torkham vicinity - North sector,33,34.110621,71.046719,Inbound,Informant,8,1,8,Apprehended,,3
7623,2025-02-23 01:12:00,Spin Boldak corridor,34,30.96146,66.454057,Inbound,Sensor,8,1,0,Turned Back,,3
7624,2025-01-03 19:39:00,Khyber Pass - off-road crossing,33,34.021174,71.074385,Inbound,Drone,5,1,0,Turned Back,,3
7625,2025-09-27 04:46:00,Torkham vicinity - North sector,33,34.080709,71.126484,Outbound,Checkpoint,20,0,20,Apprehended,,1
7626,2025-12-02 02:53:00,Kasur sector,35,31.078618,74.43086,Inbound,Checkpoint,12,1,3,Partial Capture,103977,2
7627,2025-03-03 11:36:00,Chaman border - Western flank,34,30.913426,66.366693,Inbound,Patrol,8,1,0,Turned Back,,3
7628,2025-08-13 22:08:00,Chaman border - Main sector,34,30.956095,66.493289,Inbound,Informant,5,0,5,Apprehended,,1
7629,2025-11-24 00:19:00,Khyber Pass - off-road crossing,33,34.087244,71.022127,Inbound,Drone,8,1,0,Turned Back,,3
7630,2025-09-14 21:08:00,Chaman border - Western flank,34,30.873597,66.379057,Inbound,Informant,8,1,0,Turned Back,,3
7631,2025-01-26 02:59:00,Torkham vicinity - North sector,33,34.041501,71.099523,Outbound,Drone,12,0,12,Apprehended,,3
7632,2025-04-15 20:46:00,Chaman border - Main sector,34,30.891282,66.498428,Outbound,Patrol,12,1,12,Apprehended,109312,3
7633,2025-05-15 22:25:00,Chaman border - Western flank,34,30.926809,66.416944,Inbound,Tip-Off,5,0,5,Apprehended,,3
7634,2025-06-26 22:26:00,Torkham vicinity - South sector,33,34.032552,71.122056,Outbound,Patrol,8,0,5,Partial Capture,45890,1
7635,2025-02-25 20:08:00,Spin Boldak corridor,34,30.923678,66.498506,Inbound,CCTV,1,1,0,Turned Back,,3
7636,2025-11-16 21:04:00,Makran coast - Pasni,39,25.271381,63.468107,Outbound,Checkpoint,8,1,8,Apprehended,,21
7637,2025-01-14 04:29:00,Taftan border zone,36,28.872244,61.604171,Inbound,Tip-Off,8,1,8,Apprehended,78232,4
7638,2025-04-16 21:51:00,Mashkel desert crossing,36,27.816095,62.993785,Inbound,Drone,1,0,0,Escaped,,4
7639,2025-01-01 22:20:00,Chaman border - Main sector,34,30.964338,66.429858,Inbound,CCTV,8,1,3,Partial Capture,,1
7640,2025-07-03 23:44:00,Chaman border - Main sector,34,30.921481,66.496453,Inbound,Sensor,5,0,5,Apprehended,,1
7641,2025-05-10 22:46:00,Makran coast - Ormara,38,25.213581,64.5983,Inbound,Other,3,1,0,Turned Back,,1
7642,2025-10-04 20:44:00,Torkham vicinity - South sector,33,34.047629,71.100097,Inbound,Patrol,12,1,0,Turned Back,116838,1
7643,2025-06-08 04:12:00,Torkham vicinity - North sector,33,34.061132,71.106319,Inbound,Patrol,12,1,3,Partial Capture,141232,3
7644,2025-12-14 18:56:00,Chaman border - Western flank,34,30.836498,66.410914,Inbound,Sensor,20,0,20,Apprehended,,3
7645,2025-06-04 23:17:00,Landi Kotal area,33,34.11554,71.164423,Inbound,Patrol,8,1,8,Apprehended,3939,1
7646,2025-03-12 04:31:00,Torkham vicinity - South sector,33,34.108935,71.117559,Inbound,Patrol,3,0,3,Apprehended,,1
7647,2025-02-04 17:21:00,Spin Boldak corridor,34,30.92097,66.500393,Inbound,Patrol,3,1,3,Apprehended,,3
7648,2025-03-19 04:10:00,Khyber Pass - off-road crossing,33,34.075111,71.08789,Inbound,Sensor,2,1,2,Apprehended,113510,3
7649,2025-03-19 06:51:00,Chaman border - Western flank,34,30.836609,66.361079,Inbound,Informant,8,0,0,Escaped,,3
7650,2025-12-05 16:53:00,Chaman border - Western flank,34,30.848505,66.409449,Outbound,Patrol,2,1,2,Apprehended,,3
7651,2025-01-19 09:51:00,Chaman border - Main sector,34,30.876114,66.475728,Inbound,Patrol,8,0,8,Apprehended,,1
7652,2025-07-10 01:45:00,Chaman border - Western flank,34,30.903394,66.426998,Inbound,Tip-Off,8,0,8,Apprehended,90362,3
7653,2025-10-26 06:59:00,Chaman border - Main sector,34,30.954501,66.496033,Inbound,Patrol,12,1,12,Apprehended,,3
7654,2025-10-06 20:57:00,Spin Boldak corridor,34,30.901439,66.460879,Inbound,Tip-Off,5,0,5,Apprehended,,3
7655,2025-04-18 23:01:00,Torkham vicinity - North sector,33,34.122942,71.069713,Outbound,Patrol,5,1,0,Escaped,26254,1
7656,2025-10-06 00:30:00,Torkham vicinity - South sector,33,34.073459,71.094496,Outbound,Informant,3,1,0,Escaped,,1
7657,2025-08-21 13:15:00,Makran coast - Pasni,39,25.219992,63.457503,Inbound,Informant,2,1,0,Escaped,,18
7658,2025-09-22 21:01:00,Spin Boldak corridor,34,30.954338,66.531891,Outbound,Sensor,2,1,2,Apprehended,,3
7659,2025-08-24 05:34:00,Khyber Pass - off-road crossing,33,34.062206,71.04358,Inbound,Other,8,1,2,Partial Capture,,3
7660,2025-06-14 02:43:00,Landi Kotal area,33,34.067499,71.128691,Inbound,Patrol,8,0,7,Partial Capture,,3
7661,2025-12-11 23:43:00,Torkham vicinity - South sector,33,34.035587,71.064392,Outbound,Informant,2,0,0,Escaped,33225,1
7662,2025-09-14 13:06:00,Khyber Pass - off-road crossing,33,34.030657,71.044681,Outbound,Informant,12,1,0,Escaped,,3
7663,2025-01-19 23:57:00,Torkham vicinity - North sector,33,34.131944,71.066227,Outbound,Tip-Off,1,0,1,Apprehended,,3
7664,2025-06-20 20:30:00,Wagah border - Agricultural zone,35,31.560649,74.535446,Inbound,Checkpoint,5,1,5,Apprehended,,1
7665,2025-03-27 04:42:00,Landi Kotal area,33,34.067908,71.113712,Inbound,Drone,5,0,5,Apprehended,,3
7666,2025-12-22 13:25:00,Chaman border - Western flank,34,30.910172,66.41239,Outbound,Tip-Off,8,0,0,Escaped,,3
7667,2025-08-28 21:07:00,Torkham vicinity - North sector,33,34.08313,71.086376,Inbound,Patrol,5,1,5,Apprehended,,1
7668,2025-10-22 20:54:00,Mashkel desert crossing,36,27.769038,63.02318,Inbound,Drone,8,1,8,Apprehended,,3
7669,2025-03-17 03:51:00,Spin Boldak corridor,34,30.944095,66.492339,Inbound,Patrol,2,0,2,Apprehended,,3
7670,2025-06-06 23:07:00,Torkham vicinity - North sector,33,34.122039,71.129536,Outbound,Patrol,3,0,3,Apprehended,,3
7671,2025-06-19 20:17:00,Mashkel desert crossing,36,27.791426,63.006058,Inbound,Sensor,12,1,12,Apprehended,,3
7672,2025-03-05 22:40:00,Chaman border - Western flank,34,30.876534,66.424269,Outbound,CCTV,5,1,0,Escaped,,3
7673,2025-10-19 18:17:00,Makran coast - Pasni,39,25.223393,63.442253,Outbound,Patrol,3,0,0,Turned Back,134084,1
7674,2025-06-19 22:25:00,Khyber Pass - off-road crossing,33,34.020211,71.084097,Outbound,Drone,1,1,1,Apprehended,,3
7675,2025-08-19 01:35:00,Torkham vicinity - North sector,33,34.088171,71.078462,Inbound,Patrol,5,1,0,Escaped,,1
7676,2025-12-23 00:45:00,Spin Boldak corridor,34,30.994591,66.489585,Inbound,Sensor,12,1,7,Partial Capture,36269,3
7677,2025-07-04 00:25:00,Khyber Pass - off-road crossing,33,34.080083,71.019169,Inbound,Tip-Off,1,0,1,Partial Capture,,3
7678,2025-04-19 21:17:00,Khyber Pass - off-road crossing,33,34.081918,71.011581,Inbound,Informant,12,0,3,Partial Capture,,3
7679,2025-03-19 01:12:00,Landi Kotal area,33,34.071226,71.098755,Outbound,Sensor,5,1,5,Apprehended,,3
7680,2025-08-21 19:45:00,Torkham vicinity - North sector,33,34.078842,71.039386,Outbound,Patrol,5,0,0,Escaped,81214,1
7681,2025-01-06 16:04:00,Wagah border - Agricultural zone,35,31.618756,74.534729,Outbound,CCTV,5,1,5,Apprehended,57517,1
7682,2025-09-07 16:22:00,Makran coast - Jiwani,39,25.036184,61.718745,Inbound,Informant,8,1,5,Partial Capture,,18
7683,2025-05-03 23:17:00,Chaman border - Western flank,34,30.894474,66.384164,Outbound,Tip-Off,5,0,5,Apprehended,,3
7684,2025-03-18 23:12:00,Taftan border zone,36,28.91456,61.592531,Inbound,Tip-Off,2,0,1,Partial Capture,,4
7685,2025-03-12 21:57:00,Khunjerab Pass area,37,36.8057,75.392062,Inbound,Tip-Off,2,0,0,Escaped,68542,5
7686,2025-08-18 23:58:00,Torkham vicinity - South sector,33,34.02242,71.132995,Outbound,Tip-Off,3,1,0,Turned Back,93144,1
7687,2025-08-04 23:30:00,Spin Boldak corridor,34,30.965968,66.543792,Outbound,Tip-Off,5,1,0,Turned Back,116709,3
7688,2025-02-07 20:34:00,Taftan border zone,36,28.876058,61.562914,Inbound,Checkpoint,3,1,0,Escaped,,1
7689,2025-09-22 13:30:00,Torkham vicinity - North sector,33,34.073912,71.050456,Outbound,Sensor,12,1,0,Turned Back,,3
7690,2025-08-05 07:27:00,Chaman border - Main sector,34,30.885341,66.462071,Inbound,Checkpoint,1,0,1,Apprehended,,1
7691,2025-10-17 00:00:00,Landi Kotal area,33,34.069894,71.118877,Inbound,Informant,5,0,5,Apprehended,69091,1
7692,2025-08-25 02:21:00,Chaman border - Main sector,34,30.877258,66.437893,Inbound,Sensor,2,1,1,Partial Capture,,1
7693,2025-02-13 04:47:00,Khunjerab Pass area,37,36.80145,75.461387,Outbound,Patrol,5,0,0,Turned Back,,43
7694,2025-10-02 04:08:00,Spin Boldak corridor,34,30.961937,66.484902,Inbound,CCTV,2,0,2,Apprehended,,3
7695,2025-12-15 23:20:00,Taftan border zone,36,28.900613,61.593891,Outbound,Drone,8,1,0,Escaped,,4
7696,2025-06-05 17:08:00,Torkham vicinity - North sector,33,34.087684,71.051605,Inbound,Checkpoint,20,1,0,Escaped,,3
7697,2025-02-18 16:29:00,Torkham vicinity - North sector,33,34.046432,71.100311,Inbound,Informant,12,1,12,Apprehended,,1
7698,2025-03-24 13:07:00,Torkham vicinity - South sector,33,34.04137,71.114989,Inbound,Patrol,2,1,2,Apprehended,,1
7699,2025-01-05 22:36:00,Khyber Pass - off-road crossing,33,34.053562,71.090711,Outbound,Informant,8,0,8,Apprehended,,3
7700,2025-04-14 22:06:00,Makran coast - Pasni,39,25.286606,63.441494,Inbound,Sensor,5,0,0,Escaped,146072,21
7701,2025-10-27 16:22:00,Chaman border - Western flank,34,30.87765,66.410292,Inbound,Checkpoint,8,1,8,Apprehended,9,3
7702,2025-12-21 00:10:00,Makran coast - Ormara,38,25.16036,64.603154,Inbound,Drone,12,1,12,Apprehended,,3
7703,2025-01-10 23:47:00,Chaman border - Main sector,34,30.92868,66.479392,Inbound,Informant,1,0,1,Apprehended,,3
7704,2025-12-10 23:27:00,Torkham vicinity - North sector,33,34.105782,71.073034,Outbound,Drone,8,1,0,Turned Back,41075,1
7705,2025-07-24 23:04:00,Khyber Pass - off-road crossing,33,34.074661,71.02903,Inbound,Other,3,0,2,Partial Capture,,3
7706,2025-01-07 14:56:00,Torkham vicinity - South sector,33,34.078549,71.095118,Outbound,Tip-Off,5,0,5,Apprehended,20580,3
7707,2025-08-10 21:42:00,Chaman border - Main sector,34,30.891535,66.502014,Outbound,Checkpoint,8,1,0,Turned Back,,1
7708,2025-01-25 14:38:00,Chaman border - Main sector,34,30.882748,66.477748,Inbound,Patrol,1,1,1,Apprehended,56885,1
7709,2025-03-11 19:08:00,Chaman border - Main sector,34,30.87668,66.419418,Inbound,CCTV,8,1,0,Turned Back,82376,3
7710,2025-11-14 00:34:00,Torkham vicinity - South sector,33,34.072508,71.068678,Inbound,Tip-Off,1,0,0,Turned Back,,1
7711,2025-01-14 20:36:00,Torkham vicinity - North sector,33,34.083297,71.057963,Inbound,Informant,8,1,0,Escaped,,1
7712,2025-07-22 09:43:00,Torkham vicinity - North sector,33,34.138415,71.112382,Inbound,Informant,1,0,1,Apprehended,4542,3
7713,2025-12-09 00:32:00,Chaman border - Main sector,34,30.968332,66.476184,Inbound,Informant,12,1,0,Turned Back,,3
7714,2025-01-10 16:08:00,Torkham vicinity - South sector,33,34.097634,71.088819,Inbound,Patrol,3,1,0,Escaped,29593,1
7715,2025-09-24 09:32:00,Torkham vicinity - North sector,33,34.045068,71.037519,Outbound,Tip-Off,1,0,0,Turned Back,140698,1
7716,2025-11-03 21:55:00,Spin Boldak corridor,34,30.999658,66.478625,Outbound,Checkpoint,1,0,1,Apprehended,61184,3
7717,2025-04-21 04:39:00,Landi Kotal area,33,34.060431,71.120503,Inbound,Sensor,8,0,8,Apprehended,,3
7718,2025-02-19 19:38:00,Torkham vicinity - North sector,33,34.100142,71.105652,Outbound,Drone,1,0,1,Apprehended,17711,1
7719,2025-03-26 01:13:00,Taftan border zone,36,28.878982,61.597879,Outbound,Drone,8,1,8,Apprehended,,1
7720,2025-03-03 19:54:00,Torkham vicinity - North sector,33,34.061748,71.112987,Inbound,Tip-Off,3,0,0,Turned Back,,1
7721,2025-12-03 04:56:00,Makran coast - Jiwani,39,25.011694,61.7434,Inbound,CCTV,3,1,0,Escaped,,1
7722,2025-08-27 17:13:00,Mashkel desert crossing,36,27.810935,63.008016,Inbound,Other,5,0,0,Escaped,,4
7723,2025-07-13 01:52:00,Torkham vicinity - North sector,33,34.122005,71.062926,Outbound,Checkpoint,12,0,0,Turned Back,,3
7724,2025-04-09 18:45:00,Taftan border zone,36,28.867616,61.600942,Inbound,Drone,5,0,5,Apprehended,,1
7725,2025-02-09 03:54:00,Khyber Pass - off-road crossing,33,34.005697,71.041885,Inbound,Checkpoint,2,1,1,Partial Capture,,3
7726,2025-01-05 17:36:00,Torkham vicinity - North sector,33,34.060944,71.083034,Inbound,Patrol,5,1,0,Turned Back,10065,1
7727,2025-05-15 02:58:00,Taftan border zone,36,28.875136,61.609768,Outbound,Drone,1,0,0,Turned Back,,1
7728,2025-10-11 22:52:00,Makran coast - Jiwani,39,25.030014,61.783008,Outbound,Tip-Off,1,1,1,Partial Capture,69677,3
7729,2025-01-10 20:08:00,Spin Boldak corridor,34,30.999867,66.524391,Inbound,Patrol,5,1,0,Escaped,131568,3
7730,2025-03-11 21:32:00,Torkham vicinity - South sector,33,34.099205,71.118141,Outbound,Sensor,2,1,0,Turned Back,,1
7731,2025-05-21 23:59:00,Khyber Pass - off-road crossing,33,34.061843,71.022475,Inbound,Drone,1,1,0,Turned Back,,3
7732,2025-02-19 23:27:00,Torkham vicinity - North sector,33,34.086136,71.114445,Outbound,Other,3,1,2,Partial Capture,45197,3
7733,2025-02-25 03:06:00,Torkham vicinity - North sector,33,34.041833,71.035447,Inbound,Patrol,2,0,0,Turned Back,30831,3
7734,2025-08-28 16:13:00,Torkham vicinity - North sector,33,34.074813,71.094583,Outbound,Patrol,5,0,5,Apprehended,140723,3
7735,2025-11-27 19:25:00,Taftan border zone,36,28.855126,61.648058,Outbound,Patrol,3,0,0,Turned Back,119473,4
7736,2025-09-21 09:04:00,Torkham vicinity - North sector,33,34.100162,71.097446,Outbound,Checkpoint,8,0,8,Apprehended,114149,1
7737,2025-07-01 09:27:00,Chaman border - Western flank,34,30.921496,66.366047,Outbound,Tip-Off,8,1,0,Escaped,,3
7738,2025-03-10 22:38:00,Chaman border - Main sector,34,30.87512,66.466827,Outbound,Drone,5,0,0,Turned Back,90369,1
7739,2025-07-14 22:51:00,Torkham vicinity - North sector,33,34.072538,71.040886,Inbound,Other,8,0,0,Escaped,,1
7740,2025-08-01 15:08:00,Torkham vicinity - North sector,33,34.080589,71.095669,Inbound,Patrol,20,1,0,Escaped,,1
7741,2025-07-11 21:40:00,Spin Boldak corridor,34,30.923079,66.4788,Inbound,Tip-Off,8,1,1,Partial Capture,,3
7742,2025-11-09 22:05:00,Spin Boldak corridor,34,30.977799,66.456299,Inbound,Tip-Off,2,1,2,Apprehended,,3
7743,2025-04-19 03:35:00,Torkham vicinity - North sector,33,34.064051,71.08981,Outbound,Other,1,0,1,Partial Capture,,1
7744,2025-12-01 21:59:00,Landi Kotal area,33,34.071231,71.117375,Inbound,Patrol,5,1,5,Apprehended,,3
7745,2025-06-23 19:35:00,Torkham vicinity - South sector,33,34.100701,71.14013,Inbound,CCTV,5,1,0,Turned Back,,3
7746,2025-05-21 15:09:00,Torkham vicinity - North sector,33,34.053052,71.09442,Inbound,Drone,8,1,1,Partial Capture,,3
7747,2025-08-08 21:17:00,Landi Kotal area,33,34.129682,71.11239,Inbound,Sensor,2,1,0,Escaped,63953,1
7748,2025-08-03 11:10:00,Torkham vicinity - North sector,33,34.101633,71.096683,Inbound,Informant,3,0,3,Apprehended,28838,3
7749,2025-03-03 07:01:00,Chaman border - Western flank,34,30.922416,66.39251,Outbound,Informant,2,0,0,Turned Back,,3
7750,2025-07-18 19:29:00,Makran coast - Ormara,38,25.254931,64.619761,Outbound,Tip-Off,20,0,0,Turned Back,60029,3
7751,2025-09-14 02:34:00,Kasur sector,35,31.113417,74.455403,Outbound,Drone,5,0,5,Apprehended,51601,2
7752,2025-08-24 22:52:00,Chaman border - Western flank,34,30.873632,66.382441,Inbound,Tip-Off,1,0,0,Escaped,,3
7753,2025-11-16 01:41:00,Chaman border - Main sector,34,30.967809,66.501433,Outbound,Patrol,1,0,1,Apprehended,,3
7754,2025-07-09 14:55:00,Makran coast - Jiwani,39,25.059458,61.720872,Outbound,Checkpoint,1,1,1,Partial Capture,,3
7755,2025-04-04 18:11:00,Makran coast - Pasni,39,25.220811,63.490426,Inbound,Sensor,12,0,12,Apprehended,,18
7756,2025-04-25 08:00:00,Torkham vicinity - North sector,33,34.095433,71.036412,Outbound,Patrol,8,0,8,Apprehended,,3
7757,2025-03-25 09:07:00,Torkham vicinity - North sector,33,34.073061,71.10101,Outbound,Informant,3,1,0,Turned Back,,3
7758,2025-02-15 10:18:00,Torkham vicinity - North sector,33,34.111309,71.04008,Inbound,Tip-Off,3,1,0,Escaped,,3
7759,2025-01-17 18:04:00,Taftan border zone,36,28.939043,61.551061,Outbound,Checkpoint,1,0,0,Escaped,106268,4
7760,2025-11-03 20:54:00,Khyber Pass - off-road crossing,33,34.069517,71.027009,Outbound,Patrol,8,1,0,Escaped,,3
7761,2025-01-22 22:57:00,Landi Kotal area,33,34.055868,71.092229,Inbound,Drone,2,0,2,Apprehended,,3
7762,2025-05-10 19:52:00,Torkham vicinity - North sector,33,34.132212,71.032344,Outbound,Sensor,1,0,0,Escaped,,3
